"","Country","Year","co2.vals","obesity.both.vals","obesity.male.vals","obesity.female.vals","gdp.vals"
"436","Singapore",2009,7.78534970816467,"5.3","4.6","5.8",62873.49475
"437","Singapore",2010,8.35379925511136,"5.4","4.8","5.9",71565.99973
"438","Singapore",2011,8.63670807347973,"5.5","4.9","6.0",76034.33406
"439","Singapore",2012,8.22409752812127,"5.6","5.1","6.0",78978.82285
"440","Singapore",2013,8.13459570207377,"5.7","5.3","6.1",82881.407
"441","Singapore",2014,8.12838088356926,"5.8","5.5","6.2",86611.51359
"442","Singapore",2015,8.22041256714993,"6.0","5.6","6.3",89007.4608
"443","South Africa",1990,6.7297985867423,"14.9","4.5","24.2",6424.502215
"444","South Africa",1991,6.42462176573729,"15.3","4.8","24.8",6414.057923
"445","South Africa",1992,6.1754299444638,"15.7","5.1","25.4",6261.716184
"446","South Africa",1993,6.21768001083117,"16.2","5.3","26.0",6331.77758
"447","South Africa",1994,6.21264226971752,"16.6","5.6","26.6",6520.866604
"448","South Africa",1995,6.37589351864444,"17.1","5.9","27.2",6719.583315
"449","South Africa",1996,6.48611431067446,"17.6","6.2","27.8",7000.801619
"450","South Africa",1997,6.72103043269181,"18.2","6.5","28.4",7179.806651
"451","South Africa",1998,6.78788155163862,"18.7","6.9","29.0",7180.857025
"452","South Africa",1999,6.28053902798944,"19.2","7.2","29.6",7348.952257
"453","South Africa",2000,6.33187638428488,"19.7","7.6","30.2",7719.255957
"454","South Africa",2001,7.03513388873587,"20.2","8.0","30.8",7994.262425
"455","South Africa",2002,7.1812230453599,"20.8","8.3","31.4",8315.442736
"456","South Africa",2003,7.55813407176488,"21.3","8.7","32.0",8613.587442
"457","South Africa",2004,8.03461755689857,"21.8","9.2","32.6",9136.414314
"458","South Africa",2005,7.88712003265624,"22.3","9.6","33.2",9796.154549
"459","South Africa",2006,7.82767984401725,"22.9","10.0","33.8",10524.34606
"460","South Africa",2007,8.08025021943305,"23.4","10.5","34.4",11240.26037
"461","South Africa",2008,8.56899406245209,"24.0","11.0","35.0",11667.84983
"462","South Africa",2009,8.00403938323371,"24.5","11.5","35.6",11416.00169
"463","South Africa",2010,8.30017911837692,"25.1","12.0","36.2",11728.16049
"464","South Africa",2011,7.86712360543014,"25.6","12.5","36.8",12179.17419
"465","South Africa",2012,8.07663305380863,"26.1","13.0","37.3",12488.21557
"466","South Africa",2013,8.13733274039167,"26.7","13.6","37.9",12815.72707
"467","South Africa",2014,8.21315797849318,"27.2","14.2","38.5",13090.47683
"468","South Africa",2015,7.67120155502521,"27.8","14.8","39.0",13185.25328
"469","Turkey",1990,2.58188911422361,"16.3","9.4","22.7",6141.073464
"470","Turkey",1991,2.62250983965437,"16.9","9.9","23.5",6302.782792
"471","Turkey",1992,2.68758444330051,"17.6","10.4","24.2",6721.16249
"472","Turkey",1993,2.74703511545067,"18.2","10.9","24.9",7313.833538
"473","Turkey",1994,2.67405741647557,"18.8","11.4","25.6",6950.971314
"474","Turkey",1995,2.87690552887521,"19.4","11.9","26.2",7487.435705
"475","Turkey",1996,3.12083086362216,"20.0","12.4","26.8",8017.780611
"476","Turkey",1997,3.20658863443135,"20.5","12.9","27.4",8626.035507
"477","Turkey",1998,3.16078687206265,"21.1","13.4","28.0",9095.990823
"478","Turkey",1999,3.09645334157599,"21.6","13.9","28.6",8757.193372
"479","Turkey",2000,3.42535307765333,"22.2","14.4","29.2",9583.78065
"480","Turkey",2001,3.08105762872315,"22.7","14.9","29.8",9215.131989
"481","Turkey",2002,3.19470196471561,"23.3","15.4","30.4",9329.813176
"482","Turkey",2003,3.31611413279243,"23.9","16.0","31.0",9603.880437
"483","Turkey",2004,3.35169202994198,"24.5","16.5","31.6",10860.05874
"484","Turkey",2005,3.46094288183632,"25.1","17.1","32.2",11887.86395
"485","Turkey",2006,3.7972966430132,"25.7","17.7","32.9",13621.46548
"486","Turkey",2007,4.15295056668079,"26.3","18.3","33.5",14849.32529
"487","Turkey",2008,4.07846720977687,"26.9","18.9","34.1",16053.80379
"488","Turkey",2009,4.03567478745441,"27.6","19.6","34.8",15489.87192
"489","Turkey",2010,4.10800991143113,"28.2","20.2","35.4",17425.86136
"490","Turkey",2011,4.32606104299246,"28.9","20.9","36.0",19651.67848
"491","Turkey",2012,4.40556452484269,"29.5","21.5","36.7",20616.86987
"492","Turkey",2013,4.19055775418873,"30.2","22.2","37.3",22269.03766
"493","Turkey",2014,4.41076337101344,"30.8","22.9","37.9",23967.11803
"494","Turkey",2015,4.47717595953506,"31.5","23.6","38.6",25625.57463
"495","United States",1990,19.4092291175092,"18.7","17.0","20.2",23888.60001
"496","United States",1991,19.005735608603,"19.3","17.6","20.8",24342.2589
"497","United States",1992,19.0250824516401,"19.9","18.3","21.4",25418.99078
"498","United States",1993,19.2381087954324,"20.6","18.9","22.0",26387.29373
"499","United States",1994,19.2806108100302,"21.2","19.6","22.7",27694.85342
"500","United States",1995,19.2539376140725,"21.9","20.3","23.4",28690.8757
"501","United States",1996,19.6110900762452,"22.6","21.0","24.1",29967.71272
"502","United States",1997,20.3478729686016,"23.3","21.8","24.8",31459.139
"503","United States",1998,20.266880306249,"24.1","22.5","25.5",32853.67698
"504","United States",1999,20.1057196100917,"24.8","23.3","26.2",34513.5615
"505","United States",2000,20.4719330952981,"25.5","24.0","26.9",36334.90878
"506","United States",2001,20.1750046772639,"26.2","24.8","27.6",37133.24281
"507","United States",2002,19.4494784745785,"26.9","25.5","28.3",38023.16111
"508","United States",2003,19.5087047137039,"27.6","26.3","28.9",39496.48588
"509","United States",2004,19.6035728834387,"28.3","27.0","29.6",41712.80107
"510","United States",2005,19.4780260042178,"29.0","27.7","30.2",44114.74778
"511","United States",2006,18.9576435024889,"29.7","28.4","30.9",46298.73144
"512","United States",2007,19.0560269540732,"30.3","29.1","31.5",47975.96768
"513","United States",2008,18.2948056259689,"31.0","29.8","32.1",48382.55845
"514","United States",2009,16.8188684811099,"31.7","30.5","32.7",47099.98047
"515","United States",2010,17.4341958733314,"32.3","31.2","33.3",48466.82338
"516","United States",2011,16.599403740534,"33.0","31.9","33.9",49883.11398
"517","United States",2012,15.7711446187591,"33.6","32.6","34.5",51603.49726
"518","United States",2013,16.1029578354008,"34.3","33.3","35.1",53106.90977
"519","United States",2014,16.0263790723251,"34.9","34.0","35.7",55032.958
"520","United States",2015,15.535342110601,"35.6","34.7","36.4",56803.47243
